Expsample_ID	Reference_Transcript_ID	Repository_Name	Transcript_Type_Reported	Result_Unit_Reported	Value_Reported	Comments
WT_REP1	YAL016C-B	Ensembl	mRNA	TPM	0	
WT_REP2	YAL016C-B	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAL016C-A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAL016C-A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAL016C-A	Ensembl	mRNA	TPM	0	
WT_REP1	YAL016C-A	Ensembl	mRNA	TPM	0	
WT_REP2	YAL016C-A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAL016W	Ensembl	mRNA	TPM	3761.937686	
RAP1_UNINDUCED_REP1	YAL016W	Ensembl	mRNA	TPM	3602.360258	
RAP1_UNINDUCED_REP2	YAL016W	Ensembl	mRNA	TPM	3770.860507	
WT_REP1	YAL016W	Ensembl	mRNA	TPM	2588.092595	
WT_REP2	YAL016W	Ensembl	mRNA	TPM	2654.009729	
RAP1_IAA_30M_REP1	YAL015C	Ensembl	mRNA	TPM	545.957976	
RAP1_UNINDUCED_REP1	YAL015C	Ensembl	mRNA	TPM	468.601242	
RAP1_UNINDUCED_REP2	YAL015C	Ensembl	mRNA	TPM	566.990863	
WT_REP1	YAL015C	Ensembl	mRNA	TPM	197.169049	
WT_REP2	YAL015C	Ensembl	mRNA	TPM	253.08169	
RAP1_IAA_30M_REP1	YAL014C	Ensembl	mRNA	TPM	1083.109323	
RAP1_UNINDUCED_REP1	YAL014C	Ensembl	mRNA	TPM	1360.722717	
RAP1_UNINDUCED_REP2	YAL014C	Ensembl	mRNA	TPM	1559.772159	
WT_REP1	YAL014C	Ensembl	mRNA	TPM	1203.836951	
WT_REP2	YAL014C	Ensembl	mRNA	TPM	1303.889123	
RAP1_IAA_30M_REP1	YAL013W	Ensembl	mRNA	TPM	330.217412	
RAP1_UNINDUCED_REP1	YAL013W	Ensembl	mRNA	TPM	689.831374	
RAP1_UNINDUCED_REP2	YAL013W	Ensembl	mRNA	TPM	695.559555	
WT_REP1	YAL013W	Ensembl	mRNA	TPM	473.724841	
WT_REP2	YAL013W	Ensembl	mRNA	TPM	414.586252	
RAP1_IAA_30M_REP1	YAL012W	Ensembl	mRNA	TPM	10824.432136	
RAP1_UNINDUCED_REP1	YAL012W	Ensembl	mRNA	TPM	9165.289006	
RAP1_UNINDUCED_REP2	YAL012W	Ensembl	mRNA	TPM	10966.227026	
WT_REP1	YAL012W	Ensembl	mRNA	TPM	8980.941085	
WT_REP2	YAL012W	Ensembl	mRNA	TPM	10230.179924	
RAP1_IAA_30M_REP1	YAL011W	Ensembl	mRNA	TPM	253.504416	
RAP1_UNINDUCED_REP1	YAL011W	Ensembl	mRNA	TPM	546.893339	
RAP1_UNINDUCED_REP2	YAL011W	Ensembl	mRNA	TPM	437.208862	
WT_REP1	YAL011W	Ensembl	mRNA	TPM	264.666901	
WT_REP2	YAL011W	Ensembl	mRNA	TPM	433.101391	
RAP1_IAA_30M_REP1	YAL010C	Ensembl	mRNA	TPM	362.860313	
RAP1_UNINDUCED_REP1	YAL010C	Ensembl	mRNA	TPM	361.340243	
RAP1_UNINDUCED_REP2	YAL010C	Ensembl	mRNA	TPM	562.12568	
WT_REP1	YAL010C	Ensembl	mRNA	TPM	516.43156	
WT_REP2	YAL010C	Ensembl	mRNA	TPM	331.422446	
RAP1_IAA_30M_REP1	YAL009W	Ensembl	mRNA	TPM	1132.68279	
RAP1_UNINDUCED_REP1	YAL009W	Ensembl	mRNA	TPM	1049.932027	
RAP1_UNINDUCED_REP2	YAL009W	Ensembl	mRNA	TPM	689.635112	
WT_REP1	YAL009W	Ensembl	mRNA	TPM	368.850698	
WT_REP2	YAL009W	Ensembl	mRNA	TPM	355.114389	
RAP1_IAA_30M_REP1	YAL008W	Ensembl	mRNA	TPM	1513.737803	
RAP1_UNINDUCED_REP1	YAL008W	Ensembl	mRNA	TPM	1817.46158	
RAP1_UNINDUCED_REP2	YAL008W	Ensembl	mRNA	TPM	1330.526101	
WT_REP1	YAL008W	Ensembl	mRNA	TPM	525.18059	
WT_REP2	YAL008W	Ensembl	mRNA	TPM	404.392202	
RAP1_IAA_30M_REP1	YAL007C	Ensembl	mRNA	TPM	4601.383402	
RAP1_UNINDUCED_REP1	YAL007C	Ensembl	mRNA	TPM	5219.762557	
RAP1_UNINDUCED_REP2	YAL007C	Ensembl	mRNA	TPM	6380.173536	
WT_REP1	YAL007C	Ensembl	mRNA	TPM	3100.34041	
WT_REP2	YAL007C	Ensembl	mRNA	TPM	4612.95808	
RAP1_IAA_30M_REP1	tP(UGG)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	tP(UGG)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	tP(UGG)A	Ensembl	mRNA	TPM	0	
WT_REP1	tP(UGG)A	Ensembl	mRNA	TPM	3172.396503	
WT_REP2	tP(UGG)A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAL005C	Ensembl	mRNA	TPM	156831.639766	
RAP1_UNINDUCED_REP1	YAL005C	Ensembl	mRNA	TPM	126715.143298	
RAP1_UNINDUCED_REP2	YAL005C	Ensembl	mRNA	TPM	136757.057032	
WT_REP1	YAL005C	Ensembl	mRNA	TPM	111009.606115	
WT_REP2	YAL005C	Ensembl	mRNA	TPM	110957.12319	
RAP1_IAA_30M_REP1	YAL004W	Ensembl	mRNA	TPM	90.223204	
RAP1_UNINDUCED_REP1	YAL004W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAL004W	Ensembl	mRNA	TPM	0	
WT_REP1	YAL004W	Ensembl	mRNA	TPM	0	
WT_REP2	YAL004W	Ensembl	mRNA	TPM	90.450158	
RAP1_IAA_30M_REP1	YAL003W	Ensembl	mRNA	TPM	67388.794881	
RAP1_UNINDUCED_REP1	YAL003W	Ensembl	mRNA	TPM	81394.730175	
RAP1_UNINDUCED_REP2	YAL003W	Ensembl	mRNA	TPM	88356.257613	
WT_REP1	YAL003W	Ensembl	mRNA	TPM	63839.177018	
WT_REP2	YAL003W	Ensembl	mRNA	TPM	74909.687673	
RAP1_IAA_30M_REP1	snR18	Ensembl	mRNA	TPM	10043.255582	
RAP1_UNINDUCED_REP1	snR18	Ensembl	mRNA	TPM	83763.015927	
RAP1_UNINDUCED_REP2	snR18	Ensembl	mRNA	TPM	21717.916032	
WT_REP1	snR18	Ensembl	mRNA	TPM	14135.951401	
WT_REP2	snR18	Ensembl	mRNA	TPM	27126.338347	
RAP1_IAA_30M_REP1	YAL002W	Ensembl	mRNA	TPM	438.66014	
RAP1_UNINDUCED_REP1	YAL002W	Ensembl	mRNA	TPM	332.062416	
RAP1_UNINDUCED_REP2	YAL002W	Ensembl	mRNA	TPM	441.244634	
WT_REP1	YAL002W	Ensembl	mRNA	TPM	390.119353	
WT_REP2	YAL002W	Ensembl	mRNA	TPM	309.932447	
RAP1_IAA_30M_REP1	YAL001C	Ensembl	mRNA	TPM	745.480709	
RAP1_UNINDUCED_REP1	YAL001C	Ensembl	mRNA	TPM	814.70135	
RAP1_UNINDUCED_REP2	YAL001C	Ensembl	mRNA	TPM	684.279874	
WT_REP1	YAL001C	Ensembl	mRNA	TPM	403.015481	
WT_REP2	YAL001C	Ensembl	mRNA	TPM	394.485305	
RAP1_IAA_30M_REP1	YAR002W	Ensembl	mRNA	TPM	1701.635729	
RAP1_UNINDUCED_REP1	YAR002W	Ensembl	mRNA	TPM	1624.712331	
RAP1_UNINDUCED_REP2	YAR002W	Ensembl	mRNA	TPM	1670.967593	
WT_REP1	YAR002W	Ensembl	mRNA	TPM	966.018304	
WT_REP2	YAR002W	Ensembl	mRNA	TPM	1199.875276	
RAP1_IAA_30M_REP1	YAR002C-A	Ensembl	mRNA	TPM	5985.725236	
RAP1_UNINDUCED_REP1	YAR002C-A	Ensembl	mRNA	TPM	6967.109903	
RAP1_UNINDUCED_REP2	YAR002C-A	Ensembl	mRNA	TPM	7225.67621	
WT_REP1	YAR002C-A	Ensembl	mRNA	TPM	3987.722382	
WT_REP2	YAR002C-A	Ensembl	mRNA	TPM	5913.529907	
RAP1_IAA_30M_REP1	YAR003W	Ensembl	mRNA	TPM	1051.429017	
RAP1_UNINDUCED_REP1	YAR003W	Ensembl	mRNA	TPM	611.696578	
RAP1_UNINDUCED_REP2	YAR003W	Ensembl	mRNA	TPM	653.056886	
WT_REP1	YAR003W	Ensembl	mRNA	TPM	487.599815	
WT_REP2	YAR003W	Ensembl	mRNA	TPM	586.744527	
RAP1_IAA_30M_REP1	YAR007C	Ensembl	mRNA	TPM	1480.713448	
RAP1_UNINDUCED_REP1	YAR007C	Ensembl	mRNA	TPM	1538.081113	
RAP1_UNINDUCED_REP2	YAR007C	Ensembl	mRNA	TPM	1499.929412	
WT_REP1	YAR007C	Ensembl	mRNA	TPM	1279.366867	
WT_REP2	YAR007C	Ensembl	mRNA	TPM	1154.536998	
RAP1_IAA_30M_REP1	YAR008W	Ensembl	mRNA	TPM	590.842594	
RAP1_UNINDUCED_REP1	YAR008W	Ensembl	mRNA	TPM	898.557745	
RAP1_UNINDUCED_REP2	YAR008W	Ensembl	mRNA	TPM	599.082041	
WT_REP1	YAR008W	Ensembl	mRNA	TPM	136.847995	
WT_REP2	YAR008W	Ensembl	mRNA	TPM	329.37794	
RAP1_IAA_30M_REP1	YAR009C	Ensembl	mRNA	TPM	221186.784228	
RAP1_UNINDUCED_REP1	YAR009C	Ensembl	mRNA	TPM	182223.490594	
RAP1_UNINDUCED_REP2	YAR009C	Ensembl	mRNA	TPM	183521.985097	
WT_REP1	YAR009C	Ensembl	mRNA	TPM	257875.642567	
WT_REP2	YAR009C	Ensembl	mRNA	TPM	233302.775746	
RAP1_IAA_30M_REP1	YAR010C	Ensembl	mRNA	TPM	231275.091711	
RAP1_UNINDUCED_REP1	YAR010C	Ensembl	mRNA	TPM	210415.641474	
RAP1_UNINDUCED_REP2	YAR010C	Ensembl	mRNA	TPM	212182.798996	
WT_REP1	YAR010C	Ensembl	mRNA	TPM	285246.587369	
WT_REP2	YAR010C	Ensembl	mRNA	TPM	248042.679809	
RAP1_IAA_30M_REP1	tA(UGC)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	tA(UGC)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	tA(UGC)A	Ensembl	mRNA	TPM	0	
WT_REP1	tA(UGC)A	Ensembl	mRNA	TPM	0	
WT_REP2	tA(UGC)A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR014C	Ensembl	mRNA	TPM	1259.430836	
RAP1_UNINDUCED_REP1	YAR014C	Ensembl	mRNA	TPM	1203.698664	
RAP1_UNINDUCED_REP2	YAR014C	Ensembl	mRNA	TPM	1698.602938	
WT_REP1	YAR014C	Ensembl	mRNA	TPM	819.032893	
WT_REP2	YAR014C	Ensembl	mRNA	TPM	1110.39055	
RAP1_IAA_30M_REP1	YAR015W	Ensembl	mRNA	TPM	3165.066567	
RAP1_UNINDUCED_REP1	YAR015W	Ensembl	mRNA	TPM	3483.083009	
RAP1_UNINDUCED_REP2	YAR015W	Ensembl	mRNA	TPM	4300.415056	
WT_REP1	YAR015W	Ensembl	mRNA	TPM	2849.971999	
WT_REP2	YAR015W	Ensembl	mRNA	TPM	2483.922705	
RAP1_IAA_30M_REP1	YAR018C	Ensembl	mRNA	TPM	760.398533	
RAP1_UNINDUCED_REP1	YAR018C	Ensembl	mRNA	TPM	490.894496	
RAP1_UNINDUCED_REP2	YAR018C	Ensembl	mRNA	TPM	509.112778	
WT_REP1	YAR018C	Ensembl	mRNA	TPM	515.747981	
WT_REP2	YAR018C	Ensembl	mRNA	TPM	534.68178	
RAP1_IAA_30M_REP1	YAR019C	Ensembl	mRNA	TPM	330.22803	
RAP1_UNINDUCED_REP1	YAR019C	Ensembl	mRNA	TPM	471.520873	
RAP1_UNINDUCED_REP2	YAR019C	Ensembl	mRNA	TPM	517.786045	
WT_REP1	YAR019C	Ensembl	mRNA	TPM	229.938929	
WT_REP2	YAR019C	Ensembl	mRNA	TPM	316.177564	
RAP1_IAA_30M_REP1	YAR019W-A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR019W-A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR019W-A	Ensembl	mRNA	TPM	0	
WT_REP1	YAR019W-A	Ensembl	mRNA	TPM	0	
WT_REP2	YAR019W-A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR020C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR020C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR020C	Ensembl	mRNA	TPM	0	
WT_REP1	YAR020C	Ensembl	mRNA	TPM	0	
WT_REP2	YAR020C	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR023C	Ensembl	mRNA	TPM	116.298907	
RAP1_UNINDUCED_REP1	YAR023C	Ensembl	mRNA	TPM	127.922752	
RAP1_UNINDUCED_REP2	YAR023C	Ensembl	mRNA	TPM	331.675687	
WT_REP1	YAR023C	Ensembl	mRNA	TPM	120.947978	
WT_REP2	YAR023C	Ensembl	mRNA	TPM	116.382516	
RAP1_IAA_30M_REP1	tL(CAA)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	tL(CAA)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	tL(CAA)A	Ensembl	mRNA	TPM	0	
WT_REP1	tL(CAA)A	Ensembl	mRNA	TPM	0	
WT_REP2	tL(CAA)A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	tS(AGA)A	Ensembl	mRNA	TPM	4651.690936	
RAP1_UNINDUCED_REP1	tS(AGA)A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	tS(AGA)A	Ensembl	mRNA	TPM	0	
WT_REP1	tS(AGA)A	Ensembl	mRNA	TPM	0	
WT_REP2	tS(AGA)A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR027W	Ensembl	mRNA	TPM	2165.948193	
RAP1_UNINDUCED_REP1	YAR027W	Ensembl	mRNA	TPM	2672.971051	
RAP1_UNINDUCED_REP2	YAR027W	Ensembl	mRNA	TPM	3066.189661	
WT_REP1	YAR027W	Ensembl	mRNA	TPM	1295.189416	
WT_REP2	YAR027W	Ensembl	mRNA	TPM	1689.497863	
RAP1_IAA_30M_REP1	YAR028W	Ensembl	mRNA	TPM	1532.67955	
RAP1_UNINDUCED_REP1	YAR028W	Ensembl	mRNA	TPM	1059.931378	
RAP1_UNINDUCED_REP2	YAR028W	Ensembl	mRNA	TPM	2367.654145	
WT_REP1	YAR028W	Ensembl	mRNA	TPM	672.2014	
WT_REP2	YAR028W	Ensembl	mRNA	TPM	970.799185	
RAP1_IAA_30M_REP1	YAR029W	Ensembl	mRNA	TPM	546.481318	
RAP1_UNINDUCED_REP1	YAR029W	Ensembl	mRNA	TPM	2913.374691	
RAP1_UNINDUCED_REP2	YAR029W	Ensembl	mRNA	TPM	6042.994151	
WT_REP1	YAR029W	Ensembl	mRNA	TPM	0	
WT_REP2	YAR029W	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR030C	Ensembl	mRNA	TPM	482.223473	
RAP1_UNINDUCED_REP1	YAR030C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR030C	Ensembl	mRNA	TPM	418.1515	
WT_REP1	YAR030C	Ensembl	mRNA	TPM	124.496369	
WT_REP2	YAR030C	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR031W	Ensembl	mRNA	TPM	1129.357434	
RAP1_UNINDUCED_REP1	YAR031W	Ensembl	mRNA	TPM	573.378646	
RAP1_UNINDUCED_REP2	YAR031W	Ensembl	mRNA	TPM	1129.850418	
WT_REP1	YAR031W	Ensembl	mRNA	TPM	433.778647	
WT_REP2	YAR031W	Ensembl	mRNA	TPM	536.957695	
RAP1_IAA_30M_REP1	YAR033W	Ensembl	mRNA	TPM	161.33469	
RAP1_UNINDUCED_REP1	YAR033W	Ensembl	mRNA	TPM	896.865012	
RAP1_UNINDUCED_REP2	YAR033W	Ensembl	mRNA	TPM	634.193075	
WT_REP1	YAR033W	Ensembl	mRNA	TPM	210.062938	
WT_REP2	YAR033W	Ensembl	mRNA	TPM	242.699796	
RAP1_IAA_30M_REP1	YAR035W	Ensembl	mRNA	TPM	45.728416	
RAP1_UNINDUCED_REP1	YAR035W	Ensembl	mRNA	TPM	81.802863	
RAP1_UNINDUCED_REP2	YAR035W	Ensembl	mRNA	TPM	42.419382	
WT_REP1	YAR035W	Ensembl	mRNA	TPM	143.240853	
WT_REP2	YAR035W	Ensembl	mRNA	TPM	45.960036	
RAP1_IAA_30M_REP1	YAR035C-A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR035C-A	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR035C-A	Ensembl	mRNA	TPM	0	
WT_REP1	YAR035C-A	Ensembl	mRNA	TPM	0	
WT_REP2	YAR035C-A	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR042W	Ensembl	mRNA	TPM	1326.566214	
RAP1_UNINDUCED_REP1	YAR042W	Ensembl	mRNA	TPM	1174.328549	
RAP1_UNINDUCED_REP2	YAR042W	Ensembl	mRNA	TPM	1130.9171	
WT_REP1	YAR042W	Ensembl	mRNA	TPM	879.394183	
WT_REP2	YAR042W	Ensembl	mRNA	TPM	987.505267	
RAP1_IAA_30M_REP1	YAR047C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR047C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR047C	Ensembl	mRNA	TPM	540.618335	
WT_REP1	YAR047C	Ensembl	mRNA	TPM	139.322519	
WT_REP2	YAR047C	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR050W	Ensembl	mRNA	TPM	37.947834	
RAP1_UNINDUCED_REP1	YAR050W	Ensembl	mRNA	TPM	62.840059	
RAP1_UNINDUCED_REP2	YAR050W	Ensembl	mRNA	TPM	48.159077	
WT_REP1	YAR050W	Ensembl	mRNA	TPM	79.927878	
WT_REP2	YAR050W	Ensembl	mRNA	TPM	87.446208	
RAP1_IAA_30M_REP1	YAR053W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR053W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR053W	Ensembl	mRNA	TPM	0	
WT_REP1	YAR053W	Ensembl	mRNA	TPM	0	
WT_REP2	YAR053W	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR060C	Ensembl	mRNA	TPM	248.859385	
RAP1_UNINDUCED_REP1	YAR060C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR060C	Ensembl	mRNA	TPM	894.492096	
WT_REP1	YAR060C	Ensembl	mRNA	TPM	0	
WT_REP2	YAR060C	Ensembl	mRNA	TPM	246.448067	
RAP1_IAA_30M_REP1	YAR061W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR061W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR061W	Ensembl	mRNA	TPM	0	
WT_REP1	YAR061W	Ensembl	mRNA	TPM	0	
WT_REP2	YAR061W	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR062W	Ensembl	mRNA	TPM	100.915854	
RAP1_UNINDUCED_REP1	YAR062W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR062W	Ensembl	mRNA	TPM	110.877175	
WT_REP1	YAR062W	Ensembl	mRNA	TPM	52.518059	
WT_REP2	YAR062W	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR064W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR064W	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR064W	Ensembl	mRNA	TPM	0	
WT_REP1	YAR064W	Ensembl	mRNA	TPM	0	
WT_REP2	YAR064W	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	YAR066W	Ensembl	mRNA	TPM	292.562053	
RAP1_UNINDUCED_REP1	YAR066W	Ensembl	mRNA	TPM	614.877317	
RAP1_UNINDUCED_REP2	YAR066W	Ensembl	mRNA	TPM	425.131268	
WT_REP1	YAR066W	Ensembl	mRNA	TPM	253.797461	
WT_REP2	YAR066W	Ensembl	mRNA	TPM	1074.904437	
RAP1_IAA_30M_REP1	YAR068W	Ensembl	mRNA	TPM	1629.804923	
RAP1_UNINDUCED_REP1	YAR068W	Ensembl	mRNA	TPM	1100.352483	
RAP1_UNINDUCED_REP2	YAR068W	Ensembl	mRNA	TPM	1874.810872	
WT_REP1	YAR068W	Ensembl	mRNA	TPM	705.511082	
WT_REP2	YAR068W	Ensembl	mRNA	TPM	950.298969	
RAP1_IAA_30M_REP1	YAR069C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR069C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR069C	Ensembl	mRNA	TPM	0	
WT_REP1	YAR069C	Ensembl	mRNA	TPM	0	
WT_REP2	YAR069C	Ensembl	mRNA	TPM	312.839151	
RAP1_IAA_30M_REP1	YAR070C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	YAR070C	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	YAR070C	Ensembl	mRNA	TPM	0	
WT_REP1	YAR070C	Ensembl	mRNA	TPM	0	
WT_REP2	YAR070C	Ensembl	mRNA	TPM	0	
RAP1_IAA_30M_REP1	Gfp_transgene_gene	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP1	Gfp_transgene_gene	Ensembl	mRNA	TPM	0	
RAP1_UNINDUCED_REP2	Gfp_transgene_gene	Ensembl	mRNA	TPM	0	
WT_REP1	Gfp_transgene_gene	Ensembl	mRNA	TPM	0	
WT_REP2	Gfp_transgene_gene	Ensembl	mRNA	TPM	0	
